link,title,date,director,starring,margaret,david,imdb,imdb_rating
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1271,Welcome To The Jungle,,Peter Berg,The Rock; Sean William Scott; Christopher Walken,3.5,no score,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1272,In America,,Jim Sheridan,Samantha Morton; Paddy Considine; Sarah Bolger; Emma Bolger,no score,4.0,tt0298845,7.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1273,Out Of Time,,Carl Franklin,Denzel Washington; Eva Mendes,3.0,no score,tt0313443,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1274,Stuck On You,,Peter Farrelly; Bobby Farrelly,Matt Damon; Greg Kinear; Cher; Eva Mendes; Seymour Cassel,3.0,3.5,tt0338466,5.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1275,House Of Sand And Fog,,Vadim Perelman,Ben Kingsley; Jennifer Connelly; Ron Eldard; Frances Fisher; Kim Dickens; Shohreh Aghdashloo; Jonathan Ahdout,4.0,4.0,tt0315983,7.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1276,One Perfect Day,,Paul Currie,Dan Spielman; Leanna Walsman; Kerry Armstrong; Abbie Cornish; Rory Williamson; Nathan Phillips,4.0,4.0,tt0316353,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1277,Irreversable,,Gaspar Noé,Monica Bellucci; Vincent Cassel; Albert Dupontel,4.0,3.0,tt0290673,7.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1278,Shattered Glass,,Billy Ray,Hayden Christensen; Peter Sarsgaard; ChloŽ Sevigny; Rosario Dawson; Melanie Lynskey; Hank Azaria; Steve Zahn,4.0,3.5,tt0323944,7.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1279,Mona Lisa Smile,,Mike Newell,Julia Roberts; Kirsten Dunst; Julia Stiles; Maggie Gyllenhaal; Ginnifer Goodwin; Dominic West; Juliet Stevenson; John Slattery; Marcia Gay Harden,3.5,no score,tt0304415,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=128,Dance Me To My Song,,Rolf de Heer,,4.0,4.5,tt0154378,6.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1280,The Passion Of The Christ,,Mel Gibson,James Caviezel; Monica Bellucci; Claudia Gerini; Maia Morgenstern,2.0,1.5,tt0335345,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1281,The Sin Eater,,Brian Helgeland,Heath Ledger; Shannyn Sossamon; Benno Fürmann; Mark Addy,3.0,no score,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1282,Dickie Roberts: Former Child Star,,Sam Weisman,David Spade; Doris Roberts; Jon Lovitz; Alyssa Milano; Craig Bierko; Mary McCormack; Scott Terra; Jenna Boyd,no score,2.0,tt0325258,5.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1283,A Cold Summer,,Paul Middleditch,Susan Prior; Olivia Pigeot; Teo Gebert,4.0,3.0,tt0355336,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1284,Once Upon A Time In Mexico,,Robert Rodriguez,Salma Hayek; Antonio Banderas; Johnny Depp; Willem Dafoe,3.0,2.0,tt0285823,6.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1286,The Human Stain,,Robert Benton,Anthony Hopkins; Nicole Kidman; Ed Harris; Gary Sinise; Wentworth Miller; Jacinda Barrett,3.0,3.5,tt0308383,6.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1287,Pieces Of April,,Peter Hedges,Katie Holmes; Patricia Clarkson; Oliver Platt; Derek Luke; Sean Hayes; Alison Pill; John Gallagher Jr.; Alice Drummond; Lillias White; Isiah Whitlock Jr.,3.5,3.0,tt0311648,7.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1288,The Fighting Temptations,,Jonathan Lynn,Cuba Gooding Jr.; Beyoncé Knowles,no score,2.5,tt0191133,5.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1289,Camp,,Todd Graff,Daniel Letterle; Joanna Chilcoat; Robin de Jesus; Steven Cutts; Vince Rimoldi; Kahiry Bess; Tiffany Taylor; Sasha Allen; Alana Allen; Anna Kendrick,3.5,no score,tt0342167,6.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=129,Dancer In The Dark,,Lars von Trier,Björk; Catherine Deneuve; Joel Grey,5.0,no score,tt0168629,8.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1291,Thirteen,,Catherine Hardwicke,Evan Rachel Wood; Holly Hunter; Nikki Reed; Jeremy Sisto; Deborah Unger,4.0,4.0,tt0328538,6.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1292,The Butterfly Effect,,Eric Bress; J. Mackye Gruber,Ashton Kutcher; Melora Walters; Amy Smart; Elden Henson; William Lee Scott; John Patrick Amedori; Irene Gorovaia; Eric Stolz,1.5,2.0,tt0289879,7.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1293,The Old Man Who Read Love Stories,,Rolf De Heer,Richard Dreyfuss; Timothy Spall; Hugo Weaving; Cathy Tyson,4.0,4.0,tt0223832,6.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1294,Plots With A View,,Nick Hurran,Brenda Blethyn; Alfred Molina; Christopher Walken; Robert Pugh; Naomi Watts; Lee Evans; Jerry Springer,1.0,2.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1295,Beyond Borders,,Martin Campbell,Angelina Jolie; Clive Owen; Teri Polo; Linus Roache; Noah Emmerich; Yorick van Wageningen,3.0,2.5,tt0294357,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1296,Paycheck,,John Woo,Ben Affleck; Aaron Eckhart; Uma Thurman;,3.5,2.0,tt0338337,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1297,The Fog Of War,,Errol Morris,Robert S. McNamara,5.0,4.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1298,The Big Bounce,,George Armitage,Owen Wilson; Butch Helemano; Charlie Sheen; Vinnie Jones; Sara Foster; Gary Sinise; Willie Nelson; Morgan Freeman; Harry Dean Stanton,1.5,3.5,tt0315824,4.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1299,Stoked: The Rise And Fall Of Gator,,Helen Stickler,Mark Rogowski; Mark Anthony,4.0,no score,tt0271211,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=13,"Thousand Acres, A",,Jocelyn Moorhouse,,2.0,2.0,tt0120323,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=130,Dark City,,Alex Proyas,,4.5,4.0,tt0118929,7.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1301,Monster,,Patty Jenkins,Charlize Theron; Christina Ricci; Bruce Dern,4.5,4.0,tt0340855,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1302,Capturing The Friedmans,,Andrew Jarecki,Arnold Friedman; Elaine Friedman; David Friedman; Seth Friedman; Jesse Friedman; Howard Friedman,5.0,4.5,tt0342172,7.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1303,The Hebrew Hammer,,Jonathan Kesselman,Adam Goldberg; Andy Dick; Judy Greer; Mario Van Peebles; Peter Coyote; Sean Whalen,4.0,2.5,tt0317640,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1304,Hidalgo,,Joe Johnston,Viggo Mortensen; Zuleikha Robinson; Omar Sharif; Louise Lombard; Adam Alexi-Malle,2.0,2.0,tt0317648,6.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1305,Elephant,,Gus Van Sant,Alex Frost; Eric Deulen; John Robinson; Elias McConnell; Jordan Taylor; Carrie Finklea; Nicole George,4.5,4.5,tt0363589,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1306,The Cat In The Hat,,Bo Welch,Mike Myers; Alec Baldwin; Kelly Preston; Dakota Fanning; Spencer Breslin,1.5,3.5,tt0312528,3.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1308,The Barbarian Invasions,,Denys Arcand,Rémy Girard; Stéphane Rousseau; Dorothée Berryman; Louise Portal; Dominique Michel; Yves Jacques; Pierre Curzi; Marie-Josée Croze; Marina Hands; Toni Cecchinato; Mitsou Gélinas,4.5,5.0,tt0338135,7.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1309,Love's Brother,,Jan Sardi,Giovanni Ribisi; Adam Garcia; Amelia Warner; Silvia De Santis; Eleanor Bron; John Bluthal; Joe Petruzzi; Dina Panozzo; Barry Otto,2.0,2.0,tt0301563,6.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=131,Das Boot,,Wolfgang Petersen,,no score,3.5,tt0082096,8.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1310,Bollywood Queen,,Jeremy Wooding,Preeya Kalidas; James McAvoy; Ciarán McMenamin; Kat Bhathena,2.5,no score,tt0321494,4.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1311,Starsky &amp; Hutch,,Todd Phillips,Ben Stiller; Owen Wilson; Snoop Dogg; Fred Williamson; Vince Vaughn; Juliette Lewis; Jason Bateman,4.0,3.5,tt0335438,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1312,Secret Window,,David Koepp,Johnny Depp; John Turturro; Maria Bello,3.0,3.5,tt0363988,6.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1313,Win A Date With Tad Hamilton!,,Robert Luketic,Kate Bosworth; Topher Grace; Josh Duhamel; Nathan Lane; Sean Hayes; Gary Cole; Ginnifer Goodwin,2.5,2.0,tt0335559,5.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1314,Tais Toi!,,Francis Veber,Gérard Depardieu; Jean Reno; André Dussollier,3.0,3.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1316,Eternal Sunshine Of The Spotless Mind,,Michel Gondry,Jim Carrey; Kate Winslet; Tom Wilkinson; Elijah Wood; Mark Ruffalo; Kirsten Dunst,4.5,4.5,tt0338013,8.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1317,Taking Lives,,D.J. Caruso,Angelina Jolie; Ethan Hawke; Keifer Sutherland; Olivier Martinez,2.5,3.0,tt0364045,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=132,Dead Man`s Curve,,Dan Rosen,,3.0,2.0,tt0123034,5.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1320,Nathalie,,Anne Fontaine,Gerard Depardieu; Fanny Ardant; Emmanuelle Beart,4.0,3.5,tt0348853,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1321,Nathalie,,Anne Fontaine,Gerard Depardieu; Fanny Ardant; Emmanuelle Beart,4.0,3.5,tt0348853,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1322,Confessions Of A Teenage Drama Queen,,Sara Sugarman,Alison Lohan; Adam Garcia; Alison Pill,3.5,2.0,tt0361467,4.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1323,Kill Bill Vol. 2,,Quentin Tarantino,Uma Thurman; David Carradine; Sonny Chiba; Jeannie Epper; Vivica A. Fox; Perla Haney-Jardine; Daryl Hannah; Samuel L. Jackson; Caitlin Keats; Chiaki Kuriyama; Chia Hui Liu; Lucy Liu; Michael Madsen,5.0,4.0,tt0378194,8.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=133,Dear Claudia,,Chris Cudlipp,,3.0,1.0,tt0179145,5.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1330,Strange Bedfellows,,Dean Murphy,Paul Hogan; Michael Caton,2.5,3.0,tt0360032,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1331,Safe,,Todd Haynes,Julianne Moore; Peter Friedman; Xander Berkeley,4.0,3.0,tt0114323,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1333,Osama,,Siddiq Barmak,Marina Golbahari; Arif Herati; Zubaida Sahar,4.5,4.5,tt0368913,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1334,To Be and To Have,,Nicolas Philibert,Georges Lopez; Alizé; JoJo; Nathalie; Olivier; Guillaume,4.0,4.5,tt0318202,7.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1335,Gothika,,Mathieu Kassovitz,Halle Berry; Robert Downey Jr.; Charles Dutton; John Carroll Lynch; Bernard Hill; PenÚlope Cruz,2.0,1.5,tt0348836,5.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1336,Welcome to Mooseport,,Donald Petrie,Gene Hackman; Ray Romano; Marcia Gay Harden; Maura Tierney; Christine Baranski; Fred Savage,no score,2.0,tt0361925,5.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1337,The Dreamers,,Bernardo Bertolucci,Michael Pitt; Eva Green; Louis Garrel,3.0,3.5,tt0309987,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1338,Van Helsing,,Stephen Sommers,Hugh Jackman; Kate Beckinsale; Richard Roxburgh; David Wenham,3.0,3.5,tt0338526,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1339,Evelyn,,Bruce Beresford,Sophie Vavasseur; Niall Beagan; Hugh McDonagh; Pierce Brosnan,2.0,3.5,tt0298856,7.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=134,Deconstructing Harry,,Woody Allen,,4.0,5.0,tt0118954,7.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1340,The Triplets of Belleville,,Sylvain Chomet,Béatrice Bonifassi; Lina Boudreault; Michèle Caucheteux; Jean-Claude Donda,4.0,4.5,tt0286244,7.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1342,Bon Voyage,,Jean-Paul Rappeneau,Isabelle Adjani; Gérard Depardieu; Virginie Ledoyen; Yvan Attal; Grégori Derangère,no score,4.0,tt0310778,6.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1343,The Cooler,,Wayne Kramer,William H. Macy; Alec Baldwin; Maria Bello,5.0,4.0,tt0318374,6.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1344,Thunderstruck,,Darren Ashton,Stephen Curry; Damon Gameau; Callan Mulvey; Ryan Johnson; Sam Worthington,3.0,4.0,tt0316763,6.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1345,Twisted,,Philip Kaufman,Ashely Judd; Samuel L. Jackson; Andy Garcia,2.0,1.5,tt0315297,5.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1346,Facing Window,,Ferzan Ozpetek,Giovanna Mezzogiorno; Massimo Girotti; Raoul Bova; Filippo Nigro,3.5,3.5,tt0352343,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=1347,The Company,,Robert Altman,Never Campbell; Malcolm McDowell; James Franco,4.0,3.5,tt0335013,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=135,Deep Blue Sea,,Renny Harlin,,3.0,no score,tt0149261,5.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=136,Deep Impact,,Mimi Leder,,3.5,1.5,tt0120647,6.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=137,Diana and Me,,David Parker,,2.5,2.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=138,Different for Girls,,Richard Spence,,2.5,4.0,tt0116102,7.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=139,Dinosaur,,"Ralph, Eric Leighton",,no score,3.0,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=14,"Walk on the Moon, A",,Tony Goldwyn,,4.5,3.5,tt0120613,6.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=140,Divorcing Jack,,David McCaffrey,,3.0,3.0,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=141,Dogma,,Kevin Smith,,3.0,4.0,tt0120655,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=142,Doing Time for Patsy Cline,,Chris Kennedy,,4.0,3.5,tt0119002,6.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=143,Double Jeopardy,,Bruce Beresford,,3.5,3.5,tt0150377,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=144,Dreaming of Joseph Lees,,Eric Styles,,4.5,3.5,tt0144178,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=145,Dream with the Fishes,,FinnTaylor,,3.0,3.5,tt0119019,7.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=146,Drifting Clouds,,Aki Kaurismaki,,5.0,5.0,tt0116752,7.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=147,Drowning Mona,,,,3.0,3.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=148,Dust off the Wings,,Lee Rogers,,3.5,3.5,tt0119029,6.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=149,"Daytrippers, The",,Greg Mottola,,3.0,4.0,tt0116041,6.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=15,Absolute Power,,Clint Eastwood,,2.5,4.0,tt0118548,6.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=150,The Devil`s Advocate,,Taylor Hackford,,2.5,3.0,tt0118971,7.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=151,"Dinner Game, The",,Francis Veber,,3.5,4.0,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=152,East is East,,Damien O Donnell,,3.5,3.5,tt0166175,6.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=153,East West,,Regis Wargnier,,3.5,3.0,tt0181530,7.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=154,"Emperor and the Assassin, The",,Chen Kaige,,3.5,3.0,tt0162866,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=155,Edge of Seventeen,,David Moreton,,3.0,3.5,tt0138414,6.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=156,EdTV,,Ron Howard,,3.0,3.5,tt0131369,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=158,Election,,Alexander Payne,,4.0,4.0,tt0126886,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=159,End of Days,,Peter Hyams,,2.5,2.0,tt0146675,5.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=16,Addicted To Love,,Griffin Dunne,,3.0,2.5,tt0118556,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=160,Enemy of the State,,Tony Scott,,no score,3.0,tt0120660,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=161,Entrapment,,Jon Amiel,,no score,4.0,tt0137494,6.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=162,Erin Brokovich,,Steven Soderbergh,,3.5,4.0,tt0195685,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=163,Erskineville Kings,,Alan White,,3.5,3.5,tt0212936,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=164,Event Horizon,,Paul Anderson,,2.5,2.0,tt0119081,6.7
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=165,Ever After,,Andy Tennant,,4.0,no score,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=166,Eve`s Bayou,,Kasi Lemmons,,3.5,3.0,tt0119080,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=167,Exile in Sarajevo,,"Tahir Cambis, Alma Sahbaz",,no score,5.0,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=168,Existenz,,David Cronenberg,,4.0,4.0,tt0120907,6.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=169,Eyes Wide Shut,,Stanely Kubrick,,5.0,5.0,tt0120663,7.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=17,Affliction,,Paul Schrader,,4.0,4.0,tt0118564,7.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=170,Eye of the Beholder,,Stephen Elliott,,3.5,3.5,tt0120662,5.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=171,"Edge, The",,Lee Tamahori,"Anthony Hopkins, Alec Baldwin",3.5,4.0,tt0119051,6.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=172,"End of Violence, The",,Wim Wenders,,3.0,2.0,tt0119062,5.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=173,Face Off,,John Woo,,4.0,4.0,tt0119094,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=174,Fairytale - A True Story,,Charles Sturridge,,4.0,3.0,tt0119095,6.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=176,Fantasia 2000,,"James Algar, Gaetan Brizzi",,no score,3.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=177,"Fast, Cheap and Out of Control",,Errol Morris,,3.5,4.5,tt0119107,7.2
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=178,Fear and Loathing in Las Vegas,,Terry Gilliam,,0.5,2.0,tt0120669,7.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=179,Feeling Sexy,,Davida Allen,,4.0,3.5,tt0208948,6.0
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=18,Afterglow,,Alan Rudolph,,4.5,4.0,tt0118566,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=180,Festen,,Thomas Vinterberg,,4.5,2.0,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=183,Fight Club,,David Fincher,,5.0,4.0,tt0137523,8.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=184,Fire Down Below,,Félix Enríquez Alcala,,no score,0.5,tt0119123,5.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=186,Flawless,,Joel Schumacher,,2.5,2.5,tt0155711,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=187,Flubber,,Les Mayfield,,no score,3.0,tt0119137,5.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=188,Forces of Nature,,Bronwyn Hughes,,3.5,3.5,tt0141098,5.4
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=189,Foreign Moon,,Zhang Zemin,,3.5,3.5,tt0113096,6.9
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=19,Air Force One,,Wolfgang Peterson,,3.0,3.0,tt0118571,6.5
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=191,For the Love of the Game,,Sam Raimi,,3.5,0.5,tt0126916,6.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=192,Freeway,,Matthew Bright,,3.0,3.5,tt0116361,6.8
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=194,Frequency,,Gregory Hoblit,,3.5,3.0,tt0186151,7.3
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=195,Fresh Air,,Neil Mansfield,,3.0,3.5,tt0150641,5.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=196,Funny Games,,Michael Haneke,,4.5,4.5,,
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=198,The Funeral,,Abel Ferrara,,2.5,4.0,tt0116378,6.6
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=20,Albino Alligator,,Kevin Spacey,,3.0,3.5,tt0115495,6.1
https://web.archive.org/web/20041119140541/http://www.sbs.com.au/movieshow/index.php3?action=review&id=200,Galaxy Quest,,Dean Parisot,,4.5,4.0,tt0177789,7.3
